Negocio-Global Product
Negocio-Global Customer Service (Incluye HDR)
Negocio-Global Sales
IT C&IB - CTO - Soluciones Técnicas
IT C&IB - CTO - Arquitectura Funcional
IT C&IB - CTO - Operaciones y Soporte (Sop Swift, CAU)
IT C&IB - Control y Gestión
IT C&IB - E- commerce C&IB
IT C&IB - GCC Lending GTB & CFO
IT C&IB-GTB-Global Customer Solutions 
IT C&IB - Global Transactional Product
IT C&IB - B2B Global Support
