PROY0094_02;25/03/2014;15/08/2014;23/08/2014;;25/03/2014;15/08/2014;En Penny Test;;; ; ; ; ; 
PROY0094_03;;;07/06/2014;;;;En Penny Test;;; ; ; ; ; 
PROY0094_04;;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0094_05;;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0095_01;18/07/2013;18/07/2013;;;;;Implementado con OK;;; ; ; ; ; 
PROY0096_01;;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0096_02;25/08/2014;25/08/2014;;Host to Web;;;En Test  Aceptación;;; ; ; ; ; 
PROY0097_01;;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0098_01;15/11/2013;15/11/2013;;;;;Implementado sin OK;;; ; ; ; ; 
PROY0099_01;17/06/2013;19/06/2013;06/07/2013;;;;Implementado con OK;;; ; ; ; ; 
PROY0100_01;17/07/2013;08/08/2013;;;;;Implementado con OK;;; ; ; ; ; 
PROY0101_01;;;01/08/2013;;;;Implementado con OK;;; ; ; ; ; 
PROY0102_01;05/08/2013;05/08/2013;;;;;Implementado con OK;;; ; ; ; ; 
PROY0102_02;;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0103_01;22/07/2013;22/07/2013;05/10/2013;;;;Implementado sin OK;;; ; ; ; ; 
PROY0103_02;29/08/2013;10/09/2013;05/10/2013;;;;Implementado con OK;;; ; ; ; ; 
PROY0103_03;;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0103_05;;;;;;;Excluido por negocio;;; ; ; ; ; 
PROY0103_06;;;;;;;Excluido por negocio;;; ; ; ; ; 
PROY0103_07;13/08/2014;13/08/2014;;;;;En Test  Aceptación;;; ; ; ; ; 
PROY0103_08;13/08/2014;13/08/2014;;;;;Implementado con OK;;; ; ; ; ; 
PROY0104_01;31/07/2013;31/07/2013;;;;;Implementado con OK;;; ; ; ; ; 
PROY0105_01;05/12/2013;06/01/2014;25/01/2014;;;;Implementado con OK;;; ; ; ; ; 
PROY0106_01;05/08/2013;06/08/2013;;;;;Implementado con OK;;; ; ; ; ; 
PROY0106_02;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0107_01;25/07/2013;29/07/2013;25/07/2013;;;;Implementado con OK;;; ; ; ; ; 
PROY0108_01;26/08/2013;28/08/2013;;;;;Implementado con OK;;; ; ; ; ; 
PROY0108_02;22/07/2014;22/07/2014;20/09/2014;;;;Implementado con OK;;; ; ; ; ; 
PROY0109_01;;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0110_01;;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0111_01;04/10/2013;14/10/2013;09/12/2013;;;;Implementado con OK;;; ; ; ; ; 
PROY0111_02;26/05/2014;26/05/2014;07/06/2014;;;;Implementado con OK;;; ; ; ; ; 
PROY0111_03;;;06/09/2014;;;;En Penny Test;;; ; ; ; ; 
PROY0111_04;29/07/2014;29/07/2014;;;;;Implementado con OK;;; ; ; ; ; 
PROY0111_05;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0111_06;;;;;;;Parado por producto;;; ; ; ; ; 
PROY0112_01;;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0113_01;21/11/2013;21/11/2013;;;;;Implementado con OK;;; ; ; ; ; 
PROY0113_02;;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0114_01;27/11/2013;28/11/2013;27/11/2013;;;;Implementado con OK;;; ; ; ; ; 
PROY0114_02;27/11/2013;02/12/2013;27/11/2013;;;;Implementado sin OK;;; ; ; ; ; 
PROY0114_03;;;;;;;Excluido por timeout;;; ; ; ; ; 
PROY0114_04;;;;;;;Parado por negocio;;; ; ; ; ; 
PROY0115_01;14/01/2014;;21/08/2014;PGP-H2Web;04/12/2013;;Implementado con OK;;; ; ; ; ; 
PROY0116_01;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0117_01;14/03/2014;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0117_02;05/03/2014;02/04/2014;;;;;Implementado sin OK;;; ; ; ; ; 
PROY0118_01;20/12/2013;20/12/2013;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0118_02;;;;;;;Excluido por negocio;;; ; ; ; ; 
PROY0119_01;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0119_02;;;;;;;Implementado sin OK;;; ; ; ; ; 
PROY0120_01;09/06/2014;06/10/2014;;;;;En Test  Aceptación;;; ; ; ; ; 
PROY0120_02;10/03/2014;14/03/2014;;;;;Implementado con OK;;; ; ; ; ; 
PROY0121_01;;;;;;;Excluido por negocio;;; ; ; ; ; 
PROY0122_01;24/02/2014;06/03/2014;12/04/2014;;;;Implementado con OK;;; ; ; ; ; 
PROY0122_02;24/02/2014;26/02/2014;24/02/2014;;;;Implementado con OK;;; ; ; ; ; 
PROY0122_03;;;;;;;En Penny Test;;; ; ; ; ; 
PROY0122_04;07/08/2014;07/08/2014;10/05/2014;;;;Implementado sin OK;;; ; ; ; ; 
PROY0122_05;23/10/2014;23/10/2014;;;;;En Test  Aceptación;;; ; ; ; ; 
PROY0123_01;06/03/2014;06/03/2014;06/03/2014;;;;Implementado con OK;;; ; ; ; ; 
PROY0124_01;;;;;;;Excluido por negocio;;; ; ; ; ; 
PROY0125_01;24/06/2014;24/06/2014;;;;;Parado por negocio;;; ; ; ; ; 
PROY0126_01;11/04/2014;11/04/2014;;;;;Excluido por negocio;;; ; ; ; ; 
PROY0126_02;27/06/2014;27/06/2014;;;;;En Penny Test;;; ; ; ; ; 
PROY0127_01;16/07/2014;16/07/2014;09/08/2014;;;;Implementado con OK;;; ; ; ; ; 
PROY0127_02;08/08/2014;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0128_01;10/04/2014;14/05/2014;;;;;Implementado con OK;;; ; ; ; ; 
PROY0128_02;30/05/2014;30/05/2014;;;;;Implementado con OK;;; ; ; ; ; 
PROY0128_03;;;;;;;En Test  Integración;;; ; ; ; ; 
PROY0128_04;29/09/2014;29/09/2014;;;;;Implementado con OK;;; ; ; ; ; 
PROY0128_05;;;;;;;Implementado con OK;;; ; ; ; ; 
PROY0128_06;18/12/2014;20/12/2014;;;;;En Penny Test;;; ; ; ; ; 
PROY0129_01;06/05/2014;07/05/2014;17/05/2014;;;;Implementado con OK;;; ; ; ; ; 
PROY0129_02;;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0130_01;06/08/2014;06/08/2014;11/10/2014;PGP;;;Implementado con OK;;; ; ; ; ; 
PROY0130_02;;;;PGP;;;Implementado con OK;;; ; ; ; ; 
PROY0130_03;;;;PGP;;;Implementado con OK;;; ; ; ; ; 
PROY0130_04;;;;PGP;;;En Test  Aceptación;;; ; ; ; ; 
PROY0130_05;;;;PGP;;;En Test  Aceptación;;; ; ; ; ; 
PROY0130_06;;;;;;;En Test  Conectividad;;; ; ; ; ; 
PROY0131_01;20/05/2014;23/05/2014;07/06/2014;;;;Implementado con OK;;; ; ; ; ; 
PROY0131_02;;;;;;;Parado por negocio;;; ; ; ; ; 
PROY0132_01;;;;;;;Implementado sin OK;;; ; ; ; ; 
PROY0132_02;;;;;;;Parado por negocio;;; ; ; ; ; 
PROY0133_01;13/05/2014;;20/05/2014;;;;Implementado con OK;;; ; ; ; ; 
PROY0133_02;20/06/2014;20/06/2014;05/07/2014;;;;Implementado con OK;;; ; ; ; ; 
PROY0134_01;;;;Host to Web;;;Excluido por Timeout;;; ; ; ; ; 
PROY0135_01;;;;;;;PDTE Doc Alcance en GCS;;; ; ; ; ; 
PROY0136_01;;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0137_01;30/06/2014;25/08/2014;06/09/2014;;;;Implementado con OK;;; ; ; ; ; 
PROY0138_01;25/06/2014;25/06/2014;;;;;En Penny Test;;; ; ; ; ; 
PROY0138_02;09/07/2014;10/07/2014;;;;;En Penny Test;;; ; ; ; ; 
PROY0138_03;09/07/2014;10/07/2014;;;;;En Penny Test;;; ; ; ; ; 
PROY0138_04;;;;;;;PDTE Valoración IT;;; ; ; ; ; 
PROY0140_01;;;;;;;Excluido por Timeout;;; ; ; ; ; 
PROY0140_02;;;;;;;PDTE Doc Alcance en GCS;;; ; ; ; ; 
PROY0140_03;;;;;;;PDTE Doc Alcance en GCS;;; ; ; ; ; 
PROY0141_01;17/07/2014;18/07/2014;17/07/2014;;;;Implementado con OK;;; ; ; ; ; 
PROY0141_02;21/08/2014;21/08/2014;;;;;En Test  Aceptación;;; ; ; ; ; 
PROY0142_01;04/08/2014;04/08/2014;;;;;Implementado con OK;;; ; ; ; ; 
PROY0143_01;;;;;;;En Test  Conectividad;;; ; ; ; ; 
PROY0143_02;;;;;;;En Penny Test;;; ; ; ; ; 
PROY0144_01;;;;;;;Parado por negocio;;; ; ; ; ; 
PROY0145_01;;;;;;;PDTE Valoración IT;;; ; ; ; ; 
PROY0146_01;;;;;;;PDTE Doc Alcance en GCS;;; ; ; ; ; 
PROY0147_01;16/12/2014;16/12/2014;;;;;En Penny Test;;; ; ; ; ; 
PROY0148_01;;;;;;;Parado por negocio;;; ; ; ; ; 
PROY0150_01;22/10/2014;29/10/2014;06/11/2014;;;;En Penny Test;;; ; ; ; ; 
PROY0151_01;05/11/2014;05/11/2014;15/11/2014;;;;Implementado con OK;;; ; ; ; ; 
PROY0152_01;15/12/2014;18/12/2014;;;;;En Penny Test;;; ; ; ; ; 
PROY0153_01;;;;;;;Parado por negocio;;; ; ; ; ; 
PROY0154_01;27/01/2015;27/01/2015;;;21/01/2015;06/02/2015;En Test  Aceptación;;; ; ; ; ; 
PROY0154_02;19/01/2015;21/01/2015;;PGP;21/01/2015;06/02/2015;En Test  Aceptación;;; ; ; ; ; 
PROY0155_01;;;;;;;Parado por negocio;;; ; ; ; ; 
PROY0156_01;;;;;;;En Test  Conectividad;;; ; ; ; ; 
