PROY0048_01;España;Recibos domiciliados;Excluido por Timeout;REC;;;AEB 19;;10000000043;;;;;;;;;;;;
PROY0048_02;España;Transferencias urgentes (OMF);Implementado con OK;OMF;MUL. Comienzo penny test previsto para semana del 15/7/13;;;;10000000043;11/06/2013;28/06/2013;;;06/07/2013;17/07/2013;17/07/2013;17/07/2013;;;;
PROY0048_02;España;Transferencias internacionales;Implementado con OK;TIN;MUL. Primer envío en penny test el 16/7/13;;;;10000000043;11/06/2013;28/06/2013;;;06/07/2013;16/07/2013;16/07/2013;16/07/2013;;;;
PROY0048_02;España;Transferencias domésticas;Implementado con OK;TRA;MUL. Primer envío en penny test el 16/7/13;;;;10000000043;11/06/2013;28/06/2013;;;06/07/2013;16/07/2013;16/07/2013;16/07/2013;;;;
PROY0048_02;España;Anticipos de crédito;Implementado con OK;CRE;OK de Negocio el 16/07/13;;AEB 58;;10000000043;06/05/2013;08/05/2013;;;22/06/2013;11/07/2013;12/07/2013;16/07/2013;;;;
PROY0048_02;España;Pagos domiciliados;Implementado con OK;CPN;OK de Negocio el 28/06/13;;AEB 68;;10000000043;05/06/2013;06/06/2013;;;22/06/2013;27/06/2013;28/06/2013;28/06/2013;;;;
PROY0048_02;España;Transferencias en fichero 34.1;Implementado con OK;TR1;OK de Negocio el 26/06/13;;AEB 34.1;;10000000043;06/05/2013;06/06/2013;;;22/06/2013;25/06/2013;26/06/2013;26/06/2013;;;;
PROY0048_02;Francia;Saldos y movimientos- ETEBAC;Implementado con OK;ETE;Recibiendo normalmente el fichero diario de mov.;;ETEBAC;;10000000043;21/01/2013;21/01/2013;;;11/05/2013;15/05/2013;15/05/2013;15/05/2013;;;;
PROY0048_03;España;Transferencias internacionales;Implementado con OK;TIN;;;;;10000000043;16/10/2013;31/10/2013;11/11/2013;18/11/2013;09/11/2013;16/12/2013;;;07/10/2013;09/11/2013;16/10/2013;31/10/2013
PROY0048_03;España;Transferencias EUR (FIT);Implementado con OK;FIT;;;;;10000000043;16/10/2013;31/10/2013;11/11/2013;18/11/2013;09/11/2013;16/12/2013;;;07/10/2013;09/11/2013;16/10/2013;31/10/2013
PROY0048_03;España;Adeudos directos C19.14 SEPA - CORE;Excluido por Timeout;CSP;Presentaciones SDD SEPA CORE;;;;10000000043;;;;;;;;;07/10/2013;09/11/2013;;
PROY0048_03;España;Adeudos directos C19.44 Sepa;Implementado con OK;CSX;Presentaciones SDD SEPA B2B;;;;10000000043;16/10/2013;31/10/2013;11/11/2013;18/11/2013;09/11/2013;16/12/2013;;;07/10/2013;09/11/2013;16/10/2013;31/10/2013
PROY0048_03;España;Respuestas GMM;Implementado con OK;XXX;RESPUESTAS CANAL / GMM. R_XML_V3;;;;10000000043;16/10/2013;31/10/2013;11/11/2013;18/11/2013;09/11/2013;16/12/2013;;;07/10/2013;09/11/2013;16/10/2013;31/10/2013
PROY0048_03;España;Saldos y movimientos;Excluido por Timeout;MT940;;;;;10000000043;;;;;;;;;07/10/2013;09/11/2013;;
PROY0048_03;España;Impagados Cuaderno 19.14 (SEPA) - CORE;Excluido por Timeout;X9R;Devoluciones y Rechazos - fichero XML (AEB19.14) CORE;;;;10000000043;;;;;;;;;07/10/2013;09/11/2013;;
PROY0048_03;España;Impagados Cuaderno 19.14 (SEPA) - CORE;Excluido por Timeout;X9D;Devoluciones y Rechazos - fichero XML (AEB19.14) CORE;;;;10000000043;;;;;;;;;07/10/2013;09/11/2013;;
PROY0048_03;España;Impagado cuaderno 19.44 (SEPA B2B);Implementado con OK;X4D;Devoluciones y Rechazos - fichero XML (AEB19.44) B2B;;;;10000000043;16/10/2013;31/10/2013;30/12/2013;10/01/2014;11/01/2014;13/01/2014;;;07/10/2013;09/11/2013;16/10/2013;31/10/2013
PROY0048_03;España;Impagado cuaderno 19.44 (SEPA B2B);Implementado con OK;X4D;Devoluciones y Rechazos - fichero XML (AEB19.44) B2B;;;;10000000043;16/10/2013;31/10/2013;30/12/2013;10/01/2014;11/01/2014;13/01/2014;;;07/10/2013;09/11/2013;16/10/2013;31/10/2013
PROY0048_04;Chile;Saldos y movimientos;Implementado con OK;MT940;;;;;;;;;;;;;;;;;
PROY0048_04;Portugal;Saldos y movimientos;Implementado con OK;MT940;;;;;;;;;;;;;;;;;
PROY0049_01;España;Saldos y movimientos;Implementado con OK;ISM;;;;;10000000005;;;;;;;;;;;;
PROY0049_01;España;Saldos y movimientos;Implementado con OK;MVD;;;;;10000000005;;;;;;;;;;;;
PROY0049_01;España;Nóminas;Implementado con OK;NOM;;;AEB 34;;10000000005;;;;;;;;;;;;
PROY0049_01;España;Transferencias domésticas;Implementado con OK;TRA;;;AEB 34;;10000000005;;;;;;;;;;;;
PROY0049_01;España;Saldos y movimientos;Implementado con OK;ISM;;;;;10000000005;;;;;;;;;;;;
PROY0049_01;España;Saldos y movimientos;Implementado con OK;MVD;;;;;10000000005;;;;;;;;;;;;
PROY0049_01;España;Nóminas;Implementado con OK;NOM;;;AEB 34;;10000000005;;;;;;;;;;;;
PROY0049_01;España;Transferencias domésticas;Implementado con OK;TRA;;;AEB 34;;10000000005;;;;;;;;;;;;
PROY0049_02;Argentina;Saldos y movimientos;Excluido por Timeout;MT940;;;;;10000000005;;;;;;;;;;;;
PROY0049_02;México;Saldos y movimientos;Excluido por Timeout;MT940;;;;;10000000005;;;;;;;;;;;;
PROY0049_02;Perú;Saldos y movimientos;Excluido por Timeout;MT940;;;;;10000000005;;;;;;;;;;;;
PROY0049_03;España;Transferencias EUR (FIT);En Penny Test;FIT;;;;;;17/07/2014;22/07/2014;;;26/07/2014;28/07/2014;28/07/2014;;;;16/07/2014;16/07/2014
PROY0049_03;España;Nóminas (FIM);En Penny Test;FIM;;;;;;17/07/2014;22/07/2014;;;26/07/2014;28/07/2014;28/07/2014;;;;16/07/2014;16/07/2014
PROY0049_03;España;Transferencias internacionales;En Desarrollo;TIN;;;;;;;;;;;;;;;;;
PROY0049_03;España;Transferencias urgentes (OMF);En Desarrollo;OMF;;;;;;;;;;;;;;;;;
PROY0049_03;España;C19.14 Cancelaciones/Retrocesiones SEPA - CORE;En Desarrollo;SCA;;;;;;;;;;;;;;01/08/2014;30/09/2014;;
PROY0049_03;España;Impagados Cuaderno 19.14 (SEPA) - CORE;En Desarrollo;X9D;;;;;;;;;;;;;;01/08/2014;30/09/2014;;
PROY0049_03;España;Impagados Cuaderno 19.14 (SEPA) - CORE;En Desarrollo;X9R;;;;;;;;;;;;;;01/08/2014;30/09/2014;;
PROY0050_01;España;Saldos y movimientos;Implementado con OK;ISM;;;;;10000000004;;;;;;;;;;;;
PROY0050_01;España;Saldos y movimientos;Implementado con OK;MVD;;;;;10000000004;;;;;;;;;;;;
PROY0050_01;España;Nóminas en fichero 34.1;Implementado con OK;NO1;;;AEB 34.1;;10000000004;;;;;;;;;;;;
PROY0050_01;España;Nóminas;Implementado con OK;NOM;;;AEB 34;;10000000004;;;;;;;;;;;;
PROY0050_01;España;Transferencias urgentes (OMF);Implementado con OK;OMF;;;;;10000000004;;;;;;;;;;;;
PROY0050_01;España;Transferencias internacionales;Implementado con OK;TIN;;;;;10000000004;;;;;;;;;;;;
PROY0050_01;España;Transferencias en fichero 34.1;Implementado con OK;TR1;;;AEB 34.1;;10000000004;;;;;;;;;;;;
PROY0050_01;España;Transferencias domésticas;Implementado con OK;TRA;;;AEB 34;;10000000004;;;;;;;;;;;;
PROY0051_01;Argentina;Saldos y movimientos;Implementado con OK;MT940;;;;;;;;;;;;;;;;;
PROY0051_01;Colombia;Saldos y movimientos;Implementado con OK;MT940;;;;;;;;;;;;;;;;;
PROY0051_01;México;Saldos y movimientos;Implementado con OK;MT940;;;;;;;;;;;;;;;;;
PROY0051_01;Uruguay;Saldos y movimientos;Implementado con OK;MT940;;;;;;;;;;;;;;;;;
PROY0051_01;USA;Saldos y movimientos;Implementado con OK;MT940;;;;;;;;;;;;;;;;;
PROY0051_01;Venezuela;Saldos y movimientos;Implementado con OK;MT940;;;;;;;;;;;;;;;;;
PROY0051_02;México;Pago a proveedores (SIT);Excluido por negocio;HST;Se comienza con Mexico, pero mas tarde se echan para atrás todos, menos NY.;;;;;;;;;;;;;;;;
PROY0051_02;México;Respuestas;Excluido por negocio;XXX;Se comienza con Mexico, pero mas tarde se echan para atrás todos, menos NY.;;;;;;;;;;;;;;;;
PROY0051_02;Argentina;Pago a proveedores;Excluido por negocio;PAP;Se comienza con Mexico, pero mas tarde se echan para atrás todos, menos NY.;;;;;;;;;;;;;;;;
PROY0051_02;Argentina;Respuestas;Excluido por negocio;XXX;Se comienza con Mexico, pero mas tarde se echan para atrás todos, menos NY.;;;;;;;;;;;;;;;;
PROY0051_02;Colombia;Pago a proveedores;Excluido por negocio;PRO;Se comienza con Mexico, pero mas tarde se echan para atrás todos, menos NY.;;;;;;;;;;;;;;;;
PROY0051_02;Colombia;Respuestas;Excluido por negocio;XXX;Se comienza con Mexico, pero mas tarde se echan para atrás todos, menos NY.;;;;;;;;;;;;;;;;
PROY0051_02;Uruguay;Nóminas;Excluido por negocio;NOM;Se comienza con Mexico, pero mas tarde se echan para atrás todos, menos NY.;;;;;;;;;;;;;;;;
PROY0051_02;Uruguay;Pago a proveedores;Excluido por negocio;PAP;Se comienza con Mexico, pero mas tarde se echan para atrás todos, menos NY.;;;;;;;;;;;;;;;;
PROY0051_02;Uruguay;Respuestas;Excluido por negocio;XXX;Se comienza con Mexico, pero mas tarde se echan para atrás todos, menos NY.;;;;;;;;;;;;;;;;
PROY0051_03;USA;Respuestas;Implementado con OK;XXX;18/10/2013 Nos piden reanudar pruebas, estaba parado desde el 10/4/2013;;;;;06/03/2013;13/11/2013;;;23/11/2013;29/11/2013;02/12/2013;02/12/2013;;;;
PROY0051_03;USA;Pagos (payment) - n.y.;Implementado con OK;TTN;18/10/2013 Nos piden reanudar pruebas, estaba parado desde el 10/4/2013;;;;;06/03/2013;13/11/2013;;;23/11/2013;29/11/2013;02/12/2013;02/12/2013;;;;
PROY0051_04;Argentina;Pago a proveedores;En Test - Aceptación;PAP;;;;;;29/01/2014;21/11/2014;;;;;;;20/01/2014;05/01/2014;;
PROY0051_04;Argentina;Transferencias;En Test - Aceptación;TRA;;;;;;29/01/2014;;;;;;;;20/01/2014;05/01/2014;;
PROY0051_04;Colombia;Pago a proveedores;En Penny Test;PRO;;;;;;29/01/2014;31/07/2014;;;11/10/2014;;;;20/01/2014;05/01/2014;;
PROY0051_04;Colombia;Transferencias;En Test - Aceptación;TRN;;;;;;29/01/2014;;;;;;;;20/01/2014;05/01/2014;;
PROY0051_04;Venezuela;Pago a Proveedores;En Penny Test;PRO;;;;;;29/01/2014;19/08/2014;;;11/10/2014;;;;20/01/2014;05/01/2014;;
PROY0051_04;Venezuela;Transferencias;En Test - Aceptación;TRN;;;;;;29/01/2014;;;;;;;;20/01/2014;05/01/2014;;
PROY0051_05;USA;Pagos (payment) - n.y.;Excluido por negocio;TTN;;;;;;;;;;;;;;;;;
PROY0052_01;España;Saldos y movimientos;Implementado con OK;ISM;;;;;10000000047;25/06/2012;;;;10/11/2012;21/11/2012;21/11/2012;21/11/2012;;;02/04/2012;23/04/2012
PROY0052_01;España;Saldos y movimientos;Implementado con OK;MVD;;;;;10000000047;25/06/2012;;;;10/11/2012;21/11/2012;21/11/2012;21/11/2012;;;02/04/2012;23/04/2012
PROY0052_01;España;Nóminas;Implementado con OK;NOM;;;AEB 34;;10000000047;25/06/2012;;;;10/11/2012;21/11/2012;21/11/2012;21/11/2012;;;02/04/2012;23/04/2012
PROY0052_01;España;Transferencias domésticas;Implementado con OK;TRA;;;AEB 34;;10000000047;25/06/2012;;;;10/11/2012;21/11/2012;21/11/2012;21/11/2012;;;02/04/2012;23/04/2012
PROY0052_01;España;Nóminas (FIM);Implementado con OK;FIM;;XML V3;;;10000000047;25/06/2012;;;;10/11/2012;21/11/2012;21/11/2012;21/11/2012;;;02/04/2012;23/04/2012
PROY0052_02;España;Transferencias urgentes (OMF);Implementado sin OK;OMF;tras realizrse desarrollos por producto está parado;;AEB 34;;10000000047;25/06/2012;;;;10/11/2012;21/11/2012;21/11/2012;21/11/2012;;;02/04/2012;23/04/2012
PROY0052_02;España;Transferencias EUR (FIT);Implementado con OK;FIT;;XML V3;;;10000000047;25/06/2012;;;;10/11/2012;21/11/2012;21/11/2012;21/11/2012;;;02/04/2012;23/04/2012
PROY0052_03;España;Respuestas;Implementado con OK;XXX;;;;;10000000047;25/06/2012;;;;10/11/2012;21/11/2012;21/11/2012;21/11/2012;;;02/04/2012;23/04/2012
PROY0053_01;USA;Saldos y movimientos;Implementado con OK;MT940;;3;;;10000000054;;;;;;;;;;;;
PROY0053_02;España;Transferencias EUR (FIT);Implementado con OK;FIT;;;;;10000000054;;;;;15/12/2012;;;;;;;16/11/2013
PROY0053_02;España;Transferencias internacionales;Implementado con OK;TIN;;;;;10000000054;;;;;15/02/2014;;;;;;;16/11/2013
PROY0053_02;España;Nóminas (FIM);Excluido por Timeout;FIM;;;;;10000000054;;;;;;;;;05/11/2013;05/12/2013;;16/11/2013
PROY0053_02;España;Transferencias urgentes (OMF);Implementado con OK;OMF;;;;;10000000054;;;;;15/02/2014;;;;;;;16/11/2013
PROY0053_02;España;Respuestas;Implementado con OK;XXX;Respuestas XML v.3;;;;10000000054;;;;;15/12/2012;;;;;;;16/11/2013
PROY0053_03;España;Adeudos directos C19.14 SEPA - CORE;Implementado con OK;CSP;Presentaciones SDD SEPA CORE;;;;10000000054;15/10/2013;16/12/2013;14/12/2013;23/12/2013;14/12/2013;16/12/2013;23/12/2013;;25/11/2013;12/12/2013;15/10/2013;16/12/2013
PROY0053_03;España;Adeudos directos C19.14 SEPA - COR1;Implementado con OK;CSP;Presentaciones SDD SEPA COR1;;;;10000000054;15/10/2013;16/12/2013;14/12/2013;23/12/2013;14/12/2013;16/12/2013;23/12/2013;;25/11/2013;12/12/2013;15/10/2013;16/12/2013
PROY0053_03;España;Adeudos directos C19.44 Sepa;Implementado con OK;CSX;Presentaciones SDD SEPA B2B;;;;10000000054;15/10/2013;16/12/2013;14/12/2013;23/12/2013;14/12/2013;05/04/2014;19/04/2014;;25/11/2013;12/12/2013;15/10/2013;16/12/2013
PROY0053_03;España;Impagados Cuaderno 19.14 (SEPA) - CORE;Implementado con OK;X9R;Rechazos SDD SEPA CORE;;;;10000000054;15/10/2013;16/12/2013;14/12/2013;23/12/2013;14/12/2013;16/12/2013;23/12/2013;;25/11/2013;12/12/2013;15/10/2013;16/12/2013
PROY0053_03;España;Impagados Cuaderno 19.14 (SEPA) - CORE;Implementado con OK;X9D;Devoluciones SDD SEPA CORE;;;;10000000054;15/10/2013;16/12/2013;14/12/2013;23/12/2013;14/12/2013;16/12/2013;23/12/2013;;25/11/2013;12/12/2013;15/10/2013;16/12/2013
PROY0053_03;España;Respuestas GMM;Excluido por Timeout;XXX;RESPUESTAS CANAL / GMM. R_XML_V3;;;;10000000054;;;;;;;;;25/11/2013;12/12/2013;;
PROY0053_03;España;Impagados Cuaderno 19.14 (SEPA) - CORE;Implementado con OK;X9R;Rechazos SDD SEPA COR1;;;;10000000054;15/10/2013;16/12/2013;14/12/2013;23/12/2013;14/12/2013;16/12/2013;23/12/2013;;25/11/2013;12/12/2013;15/10/2013;16/12/2013
PROY0053_03;España;Impagados Cuaderno 19.14 (SEPA) - COR1;Implementado con OK;X9D;Devoluciones SDD SEPA COR1;;;;10000000054;15/10/2013;16/12/2013;14/12/2013;23/12/2013;14/12/2013;16/12/2013;23/12/2013;;25/11/2013;12/12/2013;15/10/2013;16/12/2013
PROY0053_03;España;Impagado cuaderno 19.44 (SEPA B2B);Implementado con OK;X4D;Rechazos SDD SEPA B2B;;;;10000000054;15/10/2013;16/12/2013;14/12/2013;23/12/2013;14/12/2013;16/12/2013;23/12/2013;;25/11/2013;12/12/2013;15/10/2013;16/12/2013
PROY0053_03;España;Impagado cuaderno 19.44 (SEPA B2B);Implementado con OK;X4D;Devoluciones SDD SEPA B2B;;;;10000000054;15/10/2013;16/12/2013;14/12/2013;23/12/2013;14/12/2013;16/12/2013;23/12/2013;;25/11/2013;12/12/2013;15/10/2013;16/12/2013
PROY0053_04;Portugal;Transferencias SEPA;Excluido por Timeout;SCT;XML V.3 y CAN.R_XML_V3;;;;41311001;12/12/2013;;;;;;;;;;;
PROY0053_05;Portugal;SEPA DD-Instrucoes;Excluido por Timeout;IDD;Presentaciones SDD SEPA CORE;;;;10000000054;;;;;;;;;;;;
PROY0053_05;Portugal;SEPA DD - Rejeiçoes;Excluido por Timeout;REJ;Rechazos/Devoluciones SDD SEPA CORE;;;;10000000054;;;;;;;;;;;;
PROY0053_05;Portugal;SEPA DD - Devoluçoes;Excluido por Timeout;RDD;Devoluciones SDD SEPA CORE;;;;10000000054;;;;;;;;;;;;
PROY0053_05;Portugal;SEPA DD - Reembolsos;Excluido por Timeout;REE;Reembolsos SDD SEPA CORE;;;;10000000054;;;;;;;;;;;;
PROY0053_05;Portugal;SEPA DD-Instrucoes;Excluido por Timeout;IDD;Presentaciones SDD SEPA B2B;;;;10000000054;;;;;;;;;;;;
PROY0053_05;Portugal;SEPA DD - Rejeiçoes;Excluido por Timeout;REJ;Rechazos SDD SEPA B2B;;;;10000000054;;;;;;;;;;;;
PROY0053_05;Portugal;SEPA DD - Devoluçoes;Excluido por Timeout;RDD;Devoluciones SDD SEPA B2B;;;;10000000054;;;;;;;;;;;;
PROY0053_05;Portugal;SEPA DD - Reembolsos;Excluido por Timeout;REE;Reembolsos SDD SEPA B2B;;;;10000000054;;;;;;;;;;;;
PROY0053_06;Portugal;Transferencias SEPA;Implementado con OK;SCT;;;;;;27/11/2014;05/12/2014;;;13/12/2014;28/01/2014;29/01/2014;03/02/2015;;;;
PROY0053_06;Portugal;Transferencias domésticas urgentes;En Penny Test;TUG;;;;;;27/11/2014;05/12/2014;;;13/12/2014;;;;;;;
PROY0053_06;Portugal;Transferencias internacionales;Implementado con OK;TIN;;;;;;27/11/2014;05/12/2014;;;13/12/2014;28/01/2014;29/01/2014;03/02/2015;;;;
PROY0053_06;Portugal;Nóminas SEPA;En Penny Test;SCN;;;;;;27/11/2014;05/12/2014;;;13/12/2014;;;;;;;
PROY0053_07;Portugal;SEPA DD-Instrucoes;En Test - Aceptación;IDD;;;;;;23/12/2014;;;;;;;;23/12/2014;09/02/2015;;
PROY0053_07;Portugal;SEPA DD - Rejeiçoes;En Test - Aceptación;REJ;;;;;;23/12/2014;;;;;;;;23/12/2014;09/02/2015;;
PROY0053_07;Portugal;SEPA DD - Devoluçoes;En Test - Aceptación;RDD;;;;;;23/12/2014;;;;;;;;23/12/2014;09/02/2015;;
PROY0053_07;Portugal;SEPA DD - Reembolsos;En Test - Aceptación;REE;;;;;;23/12/2014;;;;;;;;23/12/2014;09/02/2015;;
PROY0054_01;España;Confirming;Implementado con OK;CNF;;;;;SAICES2ZXXX;;;;;;;;;;;;
PROY0054_01;España;Anticipos de crédito;Implementado con OK;CRE;;;AEB 58;;SAICES2ZXXX;;;;;;;;;;;;
PROY0054_01;España;Devoluciones de anticipo crédito vía fichero;Implementado con OK;DVA;;;;;SAICES2ZXXX;;;;;;;;;;;;
PROY0054_01;España;Saldos y movimientos;Implementado con OK;ISM;;;;;SAICES2ZXXX;;;;;;;;;;;;
PROY0054_01;España;Saldos y movimientos;Implementado con OK;MVD;;;;;SAICES2ZXXX;;;;;;;;;;;;
PROY0054_01;España;Nóminas en fichero 34.1;Implementado con OK;NO1;;;AEB 34.1;;SAICES2ZXXX;;;;;;;;;;;;
PROY0054_01;España;Nóminas;Implementado con OK;NOM;;;AEB 34;;SAICES2ZXXX;;;;;;;;;;;;
PROY0054_01;España;Transferencias en fichero 34.1;Implementado con OK;TR1;;;AEB 34.1;;SAICES2ZXXX;;;;;;;;;;;;
PROY0054_01;España;Transferencias domésticas;Implementado con OK;TRA;;;AEB 34;;SAICES2ZXXX;;;;;;;;;;;;
PROY0054_01;Portugal;Nóminas (ordenados);Implementado con OK;NOM;;XML v.3;TEIS;;41112001;;;;;;;;;;;;
PROY0054_01;Portugal;Retorno TRF Intern;Implementado con OK;RTI;;;;;41112001;;;;;;;;;;;;
PROY0054_01;Portugal;Ret. Ordenados;Implementado con OK;RTO;;;;;41112001;;;;;;;;;;;;
PROY0054_01;Portugal;Retrocesiones transferencias domésticas;Implementado con OK;RTR;;;;;41112001;;;;;;;;;;;;
PROY0054_01;Portugal;TRF Urgentes (retorno);Implementado con OK;RUG;;;;;41112001;;;;;;;;;;;;
PROY0054_01;Portugal;Transferencias internacionales;Implementado con OK;TIN;;;;;41112001;;;;;;;;;;;;
PROY0054_01;Portugal;Transferencias Domésticas;Implementado con OK;TRA;;XML v.3;TEIS;;41112001;;;;;;;;;;;;
PROY0054_01;Portugal;Transferencias domésticas urgentes;Implementado con OK;TUG;;;TUG;;41112001;;;;;;;;;;;;
PROY0054_01;España;Confirming;Implementado con OK;CNF;;;;;SAICES2ZXXX;;;;;;;;;;;;
PROY0054_01;España;Anticipos de crédito;Implementado con OK;CRE;;;AEB 58;;SAICES2ZXXX;;;;;;;;;;;;
PROY0054_01;España;Devoluciones de anticipo crédito vía fichero;Implementado con OK;DVA;;;;;SAICES2ZXXX;;;;;;;;;;;;
PROY0054_01;España;Saldos y movimientos;Implementado con OK;ISM;;;;;SAICES2ZXXX;;;;;;;;;;;;
PROY0054_01;España;Saldos y movimientos;Implementado con OK;MVD;;;;;SAICES2ZXXX;;;;;;;;;;;;
PROY0054_01;España;Nóminas en fichero 34.1;Implementado con OK;NO1;;;AEB 34.1;;SAICES2ZXXX;;;;;;;;;;;;
PROY0054_01;España;Nóminas;Implementado con OK;NOM;;;AEB 34;;SAICES2ZXXX;;;;;;;;;;;;
PROY0054_01;España;Transferencias en fichero 34.1;Implementado con OK;TR1;;;AEB 34.1;;SAICES2ZXXX;;;;;;;;;;;;
PROY0054_01;España;Transferencias domésticas;Implementado con OK;TRA;;;AEB 34;;SAICES2ZXXX;;;;;;;;;;;;
PROY0054_01;Portugal;Nóminas (ordenados);Implementado con OK;NOM;;XML v.3;TEIS;;41112001;;;;;;;;;;;;
PROY0054_01;Portugal;Retorno TRF Intern;Implementado con OK;RTI;;;;;41112001;;;;;;;;;;;;
PROY0054_01;Portugal;Ret. Ordenados;Implementado con OK;RTO;;;;;41112001;;;;;;;;;;;;
PROY0054_01;Portugal;Retrocesiones transferencias domésticas;Implementado con OK;RTR;;;;;41112001;;;;;;;;;;;;
PROY0054_01;Portugal;TRF Urgentes (retorno);Implementado con OK;RUG;;;;;41112001;;;;;;;;;;;;
PROY0054_01;Portugal;Transferencias Domésticas;Implementado con OK;TRA;Envía PS2;XML v.3;TEIS;;41112001;;;;;;;;;;;;
PROY0054_01;Portugal;Transferencias domésticas urgentes;Implementado con OK;TUG;z;;TUG;;41112001;;;;;;;;;;;;
PROY0054_02;España;Transferencias EUR (FIT);Implementado con OK;FIT;Desarrollos subidos el 11/02/2013.;;;;SAICES2ZXXX;14/02/2013;26/02/2013;;;09/03/2013;;;;;;12/02/2013;12/02/2013
PROY0054_02;España;Transferencias internacionales;Implementado con OK;TIN;Desarrollos subidos el 11/02/2013. Ptes cerrar plan de pruebas;;;;SAICES2ZXXX;11/06/2013;13/06/2013;;;22/06/2013;22/06/2013;;;;;12/02/2013;12/02/2013
PROY0054_02;España;Respuestas;Implementado con OK;XXX;Respuestas GMM XMLV3. Sube este sábado;;;;SAICES2ZXXX;19/03/2013;22/03/2013;;;06/04/2013;24/04/2013;24/04/2013;;;;19/03/2013;19/03/2013
PROY0054_03;Portugal;Transferencias SEPA;Implementado con OK;SCT;;;;;41112001;03/12/2013;09/12/2013;17/12/2013;18/12/2013;14/12/2013;17/12/2013;17/12/2013;14/02/2013;;;02/12/2013;02/12/2013
PROY0055_01;España;Cheques;Implementado con OK;CHE;;;AEB 34;;10000000014;;;;;;;;;;;;
PROY0055_01;España;Confirming;Implementado con OK;CNF;;;CNF Propietario;;10000000014;;;;;;;;;;;;
