PROY0003_01;España;Saldos y movimientos;Implementado con OK;MVD;Activo desde el 24/01/2012;;;;10000000040;;;;;40932;;;;;;;
PROY0003_01;España;Nóminas en fichero 34.1;Implementado con OK;NO1;Activo desde el 24/01/2012;;AEB 34.1;;10000000040;;;;;40932;;;;;;;
PROY0003_01;España;Nóminas;Implementado con OK;NOM;Activo desde el 24/01/2012;;AEB 34;;10000000040;;;;;40932;;;;;;;
PROY0003_01;España;Transferencias urgentes (OMF);Implementado con OK;OMF;Activo desde el 24/01/2012;;AEB 34;;10000000040;;;;;40932;;;;;;;
PROY0003_01;España;Transferencias internacionales;Implementado con OK;TIN;Activo desde el 24/01/2012;;TIN Propietario;;10000000040;;;;;40932;;;;;;;
PROY0003_01;España;Transferencias en fichero 34.1;Implementado con OK;TR1;Activo desde el 24/01/2012;;AEB 34.1;;10000000040;;;;;40932;;;;;;;
PROY0003_01;España;Transferencias domésticas;Implementado con OK;TRA;Activo desde el 24/01/2012;;AEB 34;;10000000040;;;;;40932;;;;;;;
PROY0003_01;Francia;Saldos y movimientos- ETEBAC;Implementado con OK;ETE;Activo desde el 24/01/2012;;;;10000000040;;;;;40932;;;;;;;
PROY0004_01;Perú;Nóminas;Excluido por negocio;M02;;;M02 Propietario;;1440;;;;;;;;;;;;
PROY0004_01;Perú;Transferencias Domésticas;Excluido por negocio;M01;;;M01 Propietario;;1440;;;;;;;;;;;;
PROY0005_01;España;Saldos y movimientos;Implementado con OK;MT940;No hay desarrollos, se reconfigura con la nueva caracteristisca de agrupacion de la interfaz;;;;;;;;;41131;;;;;;;
PROY0005_01;Portugal;Saldos y movimientos;Implementado con OK;MT940;;;;;;;;;;41131;;;;;;;
PROY0006_01;Argentina;Pago a proveedores;Implementado sin OK;PAP;;;;;;;;;;;;;;;;;
PROY0006_02;USA;Saldos y Movimientos;Excluido por Timeout;MT940;;;;;;;;;;;;;;;;;
PROY0006_03;Perú;Pago a Proveedores;Excluido por Timeout;M03;;;;;;;;;;;;;;;;;
PROY0006_03;Perú;Factoring;Excluido por Timeout;M08;;;;;;;;;;;;;;;;;
PROY0006_03;Perú;Saldos y Movimientos;Excluido por Timeout;MT940;;;;;;;;;;;;;;;;;
PROY0006_04;Perú;Pago a Proveedores;Excluido por Timeout;M03;;;;;;;;;;;;;;;;;
PROY0006_04;Perú;Respuestas dedicadas;Excluido por Timeout;XXX;;;;;;;;;;;;;;;;;
PROY0007_01;España;Devoluciones recibos en fichero;Implementado con OK;DVR;;;;;10000000002;;;;;;;;;;;;
PROY0007_01;España;Saldos y movimientos;Implementado con OK;ISM;;;;;10000000002;;;;;;;;;;;;
PROY0007_01;España;Saldos y movimientos;Implementado con OK;MVD;;;;;10000000002;;;;;;;;;;;;
PROY0007_01;España;Nóminas;Implementado con OK;NOM;;;AEB 34;;10000000002;;;;;;;;;;;;
PROY0007_01;España;Devoluciones recibos en fichero;Implementado con OK;DVR;;;;;10000000002;;;;;;;;;;;;
PROY0007_01;España;Recibos domiciliados;Implementado con OK;REC;;;AEB 19;;10000000002;;;;;;;;;;;;
PROY0007_01;España;Transferencias internacionales;Implementado con OK;TIN;;;TIN Propietario;;10000000002;;;;;;;;;;;;
PROY0007_01;España;Transferencias domésticas;Implementado con OK;TRA;;;AEB 34;;10000000002;;;;;;;;;;;;
PROY0007_01;Portugal;Retrocesiones transferencias SEPA;Implementado con OK;RCT;;;;;41011001;;;;;41692;;;;;;;
PROY0007_01;Portugal;Transferencias SEPA;Implementado con OK;SCT;;XML V.3;SCT;;41011001;;;;;41692;;;;;;;
PROY0008_01;España;Recibos domiciliados;Excluido por negocio;REC;;;AEB 19;;10000000073;;;;;;;;;;;;
PROY0008_01;España;Transferencias urgentes (OMF);Excluido por negocio;OMF;;;AEB 34;;10000000073;;;;;;;;;;;;
PROY0008_01;España;Transferencias internacionales;Excluido por negocio;TIN;;;TIN Propietario;;10000000073;;;;;;;;;;;;
PROY0008_01;España;Transferencias EUR (FIT);Excluido por negocio;FIT;;;AEB 34.14;;10000000073;;;;;;;;;;;;
PROY0008_01;España;Nóminas (FIM);Excluido por negocio;FIM;;;AEB 34.14;;10000000073;;;;;;;;;;;;
PROY0008_01;España;Euroconfirming;Excluido por negocio;CNR;;;CNR Propietario;;10000000073;;;;;;;;;;;;
PROY0008_02;España;Recibos domiciliados;Excluido por negocio;REC;;;Por confirmar;;;;;;;;;;;;;;
PROY0008_02;España;Confirming;Implementado sin OK;CNF;;;CNF Propietario;;;;;;;41300;;;;;;;
PROY0008_02;España;Saldos y movimientos;Excluido por negocio;MT940;;;;;;;;;;;;;;;;;
PROY0008_02;España;Transferencias domésticas urgentes;Excluido por Timeout;TUG;pendiente de que el cliente haga cambios en sus sistemas para poder enviar (Nos indicaron que ya en abril sería posible);;TEIS;;;;;;;;;;;;;;
PROY0008_02;España;Transferencias internacionales;Excluido por Timeout;TIN;pendiente de que el cliente haga cambios en sus sistemas para poder enviar (Nos indicaron que ya en abril sería posible);;TIN Propietario;;;;;;;;;;;;;;
PROY0008_02;España;Transferencias EUR (FIT);Excluido por Timeout;FIT;pendiente de que el cliente haga cambios en sus sistemas para poder enviar (Nos indicaron que ya en abril sería posible);;Por confirmar;;;;;;;;;;;;;;
PROY0008_02;Francia;Movimientos cuentas personales en fichero;Implementado con OK;MT940;;;;;;40930;40930;41318;41318;41314;41317;41317;;;;40930;40930
PROY0008_03;España;Saldos y movimientos;Implementado con OK;MT940;;;;;;40930;40930;41318;41318;41314;41317;41317;;;;40930;40930
PROY0008_04;España;Transferencias urgentes (OMF);Excluido por Timeout;OMF;;;;;;;;;;;;;;;;;
PROY0008_04;España;Transferencias internacionales;Excluido por Timeout;TIN;;;;;;;;;;;;;;;;;
PROY0008_04;España;Transferencias domésticas;Excluido por Timeout;TRA;;;;;;;;;;;;;;;;;
PROY0008_04;Francia;Pagos internacionales - Paris;Excluido por Timeout;TIF;;;;;;;;;;;;;;;;;
PROY0008_04;Francia;Transferencias tesoreria - Paris;Excluido por Timeout;TTF;;;;;;;;;;;;;;;;;
PROY0008_05;España;Transferencias EUR (FIT);Excluido por Timeout;FIT;(13/12/13)->Se reactiva después de estar parado (25/11/13). Negocio envía una 1ª versión incompleta del documento de alcance. (28/01/14) Negocio envía doc de alcance actualizado pero falta todavía información;;;;;;;;;;;;;;;;
PROY0008_05;España;Nóminas (FIM);Excluido por Timeout;FIM;(13/12/13)->Se reactiva después de estar parado (25/11/13). Negocio envía una 1ª versión incompleta del documento de alcance. (28/01/14) Negocio envía doc de alcance actualizado pero falta todavía información;;;;;;;;;;;;;;;;
PROY0008_05;España;Transferencias internacionales;Excluido por Timeout;TIN;(13/12/13)->Se reactiva después de estar parado (25/11/13). Negocio envía una 1ª versión incompleta del documento de alcance. (28/01/14) Negocio envía doc de alcance actualizado pero falta todavía información;;;;;;;;;;;;;;;;
PROY0008_05;España;Confirming;Excluido por Timeout;CNF;(13/12/13)->Se reactiva después de estar parado (25/11/13). Negocio envía una 1ª versión incompleta del documento de alcance. (28/01/14) Negocio envía doc de alcance actualizado pero falta todavía información;;;;;;;;;;;;;;;;
PROY0008_05;Portugal;Transferencias SEPA;Excluido por Timeout;SCT;(13/12/13)->Se reactiva después de estar parado (25/11/13). Negocio envía una 1ª versión incompleta del documento de alcance. (28/01/14) Negocio envía doc de alcance actualizado pero falta todavía información;;;;;;;;;;;;;;;;
PROY0008_05;Portugal;Nóminas SEPA;Excluido por Timeout;SCN;(13/12/13)->Se reactiva después de estar parado (25/11/13). Negocio envía una 1ª versión incompleta del documento de alcance. (28/01/14) Negocio envía doc de alcance actualizado pero falta todavía información;;;;;;;;;;;;;;;;
PROY0008_05;Portugal;Transferencias internacionales;Excluido por Timeout;TIN;(13/12/13)->Se reactiva después de estar parado (25/11/13). Negocio envía una 1ª versión incompleta del documento de alcance. (28/01/14) Negocio envía doc de alcance actualizado pero falta todavía información;;;;;;;;;;;;;;;;
PROY0008_05;Portugal;Confirming;Excluido por Timeout;CNF;(13/12/13)->Se reactiva después de estar parado (25/11/13). Negocio envía una 1ª versión incompleta del documento de alcance. (28/01/14) Negocio envía doc de alcance actualizado pero falta todavía información;;;;;;;;;;;;;;;;
PROY0008_06;España;Transferencias EUR (FIT);Implementado sin OK;FIT;;;;;;41753;41820;;;41797;41806;;;41753;41772;41753;41820
PROY0008_06;España;Nóminas (FIM);Excluido por Timeout;FIM;;;;;;;;;;;;;;41753;41772;41753;
PROY0008_06;España;Transferencias urgentes (OMF);Excluido por Timeout;OMF;;;;;;;;;;;;;;41753;41772;41753;
PROY0008_06;España;Euroconfirming;Excluido por Timeout;CNR;;;;;;;;;;;;;;41753;41772;41753;
PROY0008_06;España;Transferencias internacionales;Implementado sin OK;TIN;;;;;;41753;41820;;;41797;41806;;;41753;41772;41753;41820
PROY0008_06;España;Adeudos directos C19.44 Sepa;Parado por negocio;CSX;;;;;;41964;;;;;;;;41753;41772;41964;
PROY0008_06;España;C19.44 Cancelaciones/Retrocesiones Sepa;Parado por negocio;SCX;;;;;;41964;;;;;;;;41753;41772;41964;
PROY0008_06;España;Impagado cuaderno 19.44 (SEPA B2B);Parado por negocio;X4D;X4R y X4D;;;;;41964;;;;;;;;41753;41772;41964;
PROY0008_06;España;Transferencias domésticas;Implementado sin OK;TRA;;;;;;41810;41844;;;41846;41862;;;41753;41772;41642;41755
PROY0008_06;España;Transferencias urgentes (OMF);Excluido por Timeout;OMF;;;;;;41810;;;;;;;;41753;41772;41753;
PROY0008_06;España;Transferencias internacionales;Implementado sin OK;TIN;MUL;;;;;41810;41844;;;41846;41862;;;41753;41772;41753;41755
PROY0008_06;Francia;SEPA París;Implementado sin OK;SPF;;;;;;41753;41823;;;41846;41863;;;41753;41772;41753;41823
PROY0008_06;Francia;Pagos internacionales - Paris;Implementado con OK;TIF;;;;;;41753;41823;41864;41876;41846;41864;41864;41877;41753;41772;41753;41823
PROY0008_06;España;Transferencias EUR (FIT);Implementado con OK;FIT;;;;;;41753;41814;41821;41876;41813;41821;41821;41877;41814;41814;41753;41814
PROY0008_06;España;Transferencias internacionales;Implementado sin OK;TIN;;;;;;41753;41814;;41876;41813;;;;41814;41814;41753;41814
PROY0009_01;España;Transferencias domésticas;Implementado con OK;TRA;;;AEB 34;;10000000045;;;;;;;;;;;;
PROY0009_01;España;Transferencias EUR (FIT);Implementado con OK;FIT;Fecha aproximada de implantación;;AEB 34.12;;10000000045;;;;;40959;;;;;;;
PROY0009_01;España;Nóminas;Implementado con OK;NOM;;;AEB 34;;;41452;41453;;;41461;;;;;;;
PROY0009_01;España;Movimientos del día en fichero (MT942);Implementado con OK;MT942;;;;;BBVAESMMREL;;;;;;;;;;;;
PROY0009_02;México;Domiciliaciones;Excluido por Timeout;REC;Gestor IT sin constancia de este servicio;;AEB 19;;;;;;;;;;;;;;
PROY0009_02;México;Saldos y movimientos;Implementado con OK;MT940;;;;;;;;;;;;;;;;;
PROY0009_02;México;Movimientos del día en fichero (MT942);Implementado con OK;MT942;;;;;;;;;;;;;;;;;
PROY0009_02;México;Nóminas;Implementado con OK;HNO;41384;;HNO Propietario;;5;41009;41095;41386;41386;41384;41403;;;;;41009;41095
PROY0009_02;México;Respuestas;Implementado sin OK;XXX;Respuestas Nóminas XML v.3. Implantado 20/04/2013;;pain.002.001.03;;5;41009;41095;41386;41386;41384;41403;;;;;41009;41095
PROY0009_02;México;Respuestas;Implementado sin OK;XXX;Respuestas Nóminas XML v.3.;;pain.002.001.03;;5;41543;41593;;;41601;;;;;;41533;41537
PROY0009_03;España;Nóminas (FIM);Implementado sin OK;FIM;;;;;;41584;41593;;;41601;;;;;;;
PROY0009_04;México;Nóminas;En Test - Integración;HNO;Parado desde 12/09/2014 por certificación del servicio en México;;.HNO Propietario;;153;;;;;;;;;42016;;42018;
PROY0009_04;México;Respuestas;En Test - Integración;XXX;Respuestas XML v.3. Parado desde 12/09/2014 por certificación del servicio en México;;pain.002.001.03;;153;;;;;;;;;42016;;42018;
PROY0010_01;España;Pagos certificados;Implementado con OK;CPG;;;CPG Propietario;;10000000003;;;;;;;;;;;;
PROY0010_01;España;Devoluciones recibos en fichero;Implementado con OK;DVR;;;;;10000000003;;;;;;;;;;;;
PROY0010_01;España;Saldos y movimientos;Implementado con OK;ISM;;;;;10000000003;;;;;;;;;;;;
PROY0010_01;España;Saldos y movimientos;Implementado con OK;MVD;;;;;10000000003;;;;;;;;;;;;
PROY0010_01;España;Nóminas;Implementado con OK;NOM;;;AEB 34;;10000000003;;;;;;;;;;;;
PROY0010_01;España;Devoluciones recibos en fichero;Implementado con OK;DVR;;;;;10000000003;;;;;;;;;;;;
PROY0010_01;España;Recibos domiciliados;Implementado con OK;REC;;;AEB 19;;10000000003;;;;;;;;;;;;
PROY0010_01;España;Transferencias domésticas;Implementado con OK;TRA;;;AEB 34;;10000000003;;;;;;;;;;;;
PROY0010_02;España;Respuestas;Excluido por negocio;XXX;;;;;10000000003;;;;;;;;;;;;
PROY0010_03;España;Respuestas;Excluido por Timeout;XXX;Respuestas XML pagos;;;;;;;;;;;;;41540;41543;41540;
PROY0010_03;España;Transferencias EUR (FIT);Implementado con OK;FIT;Desarrollo de producto 24/04/2013;;;;MIGRACION05;41437;41449;;;41461;;;;41437;41449;41437;41449
PROY0010_03;España;Nóminas (FIM);Implementado con OK;FIM;Desarrollo de producto 24/04/2013;;;;MIGRACION05;41437;41449;;;41461;;;;41437;41449;41437;41449
PROY0010_03;España;Transferencias internacionales;Implementado con OK;TIN;Desarrollo de producto 24/04/2013;;;;MIGRACION05;41437;41449;;;41461;;;;41437;41449;41437;41449
PROY0010_03;España;Adeudos directos C19.44 Sepa;Implementado con OK;CSX;Parado por incidencia en IMG;;;;MIGRACION05;41452;41452;;;41461;;;;41381;41452;41381;41452
PROY0010_03;España;C19.14 Cancelaciones/Retrocesiones SEPA - CORE;Implementado con OK;SCA;CORE Parado por incidencia en IMG;;;;MIGRACION05;41452;41452;;;41461;;;;41381;41452;41381;41452
PROY0010_03;España;Impagados Cuaderno 19.14 (SEPA) - CORE;Implementado sin OK;X9D;Impagados Cuaderno 19.14 (SEPA CORE);;;;MIGRACION05;41439;41452;;;41461;;;;41381;41452;41439;41452
PROY0010_03;España;Adeudos directos C19.44 Sepa;Implementado sin OK;CSX;Impagados Cuaderno 19.44 (SEPA B2B);;;;MIGRACION05;41439;41452;;;41461;;;;41381;41452;41439;41452
PROY0010_04;España;Respuestas;Implementado con OK;XXX;Respuestas XML pagos;;;;;41857;41859;;;41874;;;;;;41857;41859
PROY0010_05;España;Respuestas;Excluido por Timeout;XXX;Respuestas XML cobros;;;;;;;;;;;;;;;;
PROY0011_01;Colombia;Pago a proveedores;Implementado con OK;PRO;Post-implantación;XML v.3;PRO Propietario;;8098;41019;41156;41162;41200;41162;41170;;;;;41019;41156
PROY0011_01;Colombia;Pago a proveedores;Implementado con OK;PRO;Post-implantación;XML v.3;PRO Propietario;;8098;41197;;41162;41200;41209;41211;41242;;;;41197;
PROY0011_01;Colombia;Pago a proveedores;Implementado con OK;PRO;Agrupación de pagos;XML v.3;PRO Propietario;;8098;41393;41439;;;41461;41463;;;;;41353;41386
PROY0011_01;Colombia;Pago a proveedores;Implementado con OK;PRO;Agrupación de pagos - Referencia ordenante, beneficiario y Concepto;XML v.3;PRO Propietario;;8098;41424;41439;;;41461;41463;;;;;41415;41425
PROY0011_01;Colombia;Pago a proveedores;Implementado con OK;PRO;Agrupación de pagos - DOCNUMMR;XML v.3;PRO Propietario;;8098;41424;41439;;;41461;41463;;;;;41415;41425
PROY0011_01;Colombia;Pago a proveedores;Implementado con OK;PRO;Agrupación de pagos - PFACH;XML v.3;PRO Propietario;;8098;41438;41439;;;41461;41463;;;;;41437;41437
PROY0011_01;Colombia;Pago a proveedores;Implementado con OK;PRO;Agrupación de pagos - Estructura de Segmentos;XML v.3;PRO Propietario;;8098;41477;41488;;;41496;41498;41502;;;;41474;41477
PROY0011_01;Colombia;Pago a proveedores;Implementado con OK;PRO;Eliminar consulta a Tabla Codigos Bancarios Colombia;XML v.3;PRO Propietario;;8098;;;;;41566;41569;41603;;;;41533;41558
PROY0011_02;Colombia;Respuestas;Implementado con OK;XXX;Respuestas rechazos por mail;;;;8098;41393;41439;;;41461;41463;;;;;41330;41386
PROY0011_02;Colombia;Respuestas;Implementado con OK;XXX;Redimensionamiento PDF, cambio en direcciones de correo;;;;8098;;;;;41566;41569;41603;;;;41554;41558
PROY0011_03;Colombia;Saldos y Movimientos;Implementado con OK;ISM;"Es .BAI2 Implantado, pendiente de penny test";;;;8098;;;41134;41138;41132;41141;;;;;;
PROY0011_04;Colombia;Pago a proveedores;Implementado con OK;PRO;;;;;4070;41611;41628;;;41664;41667;41669;;;;41611;41628
PROY0011_04;Colombia;Respuestas;Implementado con OK;XXX;Respuestas pago a proveedores;;;;4070;41611;41628;;;41664;41667;41669;;;0+L117+L42+L17+L1+L1+L1+L1+L1+L1+L1+L1+L1+L1+L1+L1+L1;41611;41628
PROY0011_05;Perú;Pago a Proveedores;Excluido por Timeout;M03;;;;;;;;;;;;;;;;;
PROY0011_05;Perú;Respuestas;Excluido por Timeout;XXX;;;;;;;;;;;;;;;;;
PROY0011_05;Perú;Saldos y movimientos;Excluido por Timeout;ISM;Es .BAI2;;;;;;;;;;;;;;;;
PROY0011_05;Perú;Respuestas;Excluido por Timeout;XXX;;;;;;;;;;;;;;;;;
PROY0011_05;USA;Pagos (payment) - n.y.;Excluido por Timeout;TTN;;;;;;;;;;;;;;;;;
PROY0011_05;USA;Respuestas;Excluido por Timeout;XXX;;;;;;;;;;;;;;;;;
PROY0011_05;USA;Saldos y movimientos;Excluido por Timeout;REX;Es .BAI2;;;;;;;;;;;;;;;;
PROY0011_06;Perú;Pago a Proveedores;En Desarrollo;M03;;;;;;;;;;;;;;;;;
PROY0011_06;Perú;Nóminas;En Desarrollo;M02;;;;;;;;;;;;;;;;;
PROY0011_06;Perú;Saldos y movimientos;En Desarrollo;ISM;Es .BAI2;;;;;;;;;;;;;;;;
PROY0011_06;Perú;Respuestas dedicadas;En Desarrollo;XXX;;;;;;;;;;;;;;;;;
PROY0011_07;USA;Pagos (payment) - n.y.;En Desarrollo;TTN;;;;;;;;;;;;;;;;;
PROY0011_07;USA;Saldos y movimientos;En Desarrollo;REX;Es .BAI2;;;;;;;;;;;;;;;;
PROY0011_08;Perú;Saldos y movimientos;PDTE Implantar;ISM;Es .BAI2;;;;;42041;42041;;;;;;;;;42041;42041
PROY0013_01;España;Transferencias EUR (FIT);Implementado con OK;FIT;;XML v.3;FIT Propietario;;10000000016;;;;;;;;;;;;
PROY0013_01;España;Transferencias urgentes (OMF);Implementado con OK;OMF;;XML v.3;AEB 34;;10000000016;;;;;;;;;;;;
PROY0013_01;España;Transferencias internacionales;Implementado con OK;TIN;;XML v.3;TIN Propietario;;10000000016;;;;;;;;;;;;
PROY0013_01;España;Transferencias en fichero 34.1;Implementado con OK;TR1;;;AEB 34.1;;10000000016;;;;;;;;;;;;
PROY0013_01;España;Transferencias domésticas;Implementado con OK;TRA;;;AEB 34;;10000000016;;;;;;;;;;;;
PROY0013_01;España;Transferencia sepa 34.12;Implementado con OK;TRS;Fecha aproximada de implantación;;AEB 34.12;;10000000016;;;;;40980;;;;;;;
PROY0013_01;Portugal;Nóminas (ordenados);Implementado con OK;NOM;;;AEB 34;;41005001;;;;;;;;;;;;
PROY0013_01;Portugal;Retorno TRF Intern;Implementado con OK;RTI;;;;;41005001;;;;;;;;;;;;
PROY0013_01;Portugal;Ret. Ordenados;Implementado con OK;RTO;;;;;41005001;;;;;;;;;;;;
PROY0013_01;Portugal;Retrocesiones transferencias domésticas;Implementado con OK;RTR;;;;;41005001;;;;;;;;;;;;
PROY0013_01;Portugal;Transferencias internacionales;Implementado con OK;TIN;;XML v.3;TIN Propietario;;41005001;;;;;;;;;;;;
PROY0013_01;Portugal;Transferencias Domésticas;Implementado con OK;TRA;;XML v.3;TEIS;;41005001;;;;;;;;;;;;
PROY0013_01;Portugal;Transferencias SEPA;Implementado con OK;SCT;;XML v.3;;;41005001;;;;;;;;;;;;
PROY0013_01;Portugal;Nóminas SEPA;Implementado con OK;SCN;;XML v.3;;;41005001;;;;;;;;;;;;
PROY0015_01;Argentina;Saldos y movimientos;Implementado con OK;MT940;;;;;;;;;;;;;;;;;
PROY0015_01;Colombia;Saldos y movimientos;Implementado con OK;MT940;;;;;;;;;;;;;;;;;
PROY0015_01;Perú;Saldos y movimientos;Implementado con OK;MT940;;;;;;;;;;;;;;;;;
PROY0015_01;Venezuela;Saldos y movimientos;Implementado con OK;MT940;;;;;;;;;;;;;;;;;
PROY0015_02;Argentina;Saldos y movimientos;Implementado con OK;MT940;Modificacion del mapa de Argentina;;;;;41127;41150;;;41160;41162;;;;;41127;41150
PROY0015_03;Argentina;Saldos y movimientos;Parado por negocio;MT940;;;;;;;;;;;;;;;;;
PROY0015_03;Colombia;Saldos y movimientos;Parado por negocio;MT940;;;;;;;;;;;;;;;;;
PROY0015_03;Perú;Saldos y movimientos;Parado por negocio;MT940;;;;;;;;;;;;;;;;;
PROY0015_04;Argentina;Pago a proveedores;Parado por negocio;PAP;;;;;;;;;;;;;;;;;
PROY0015_04;Colombia;Pago a proveedores;Parado por negocio;PRO;;;;;;;;;;;;;;;;41844;
PROY0015_04;Perú;Pago a Proveedores;Parado por negocio;M03;;;;;;;;;;;;;;;;;
PROY0016_01;Francia;Movimientos cuentas personales en fichero;Implementado con OK;MT940;;;;;10000000001;;;;;;;;;;;;
PROY0016_01;España;Transferencias internacionales;Implementado sin OK;TIN;;;TIN Propietario;;10000000042;40801;40956;;;40934;;;;;;;
PROY0016_01;España;Transferencias domésticas;Implementado sin OK;TRA;;;AEB 34;;10000000042;40801;40956;;;40934;;;;;;;
PROY0016_01;España;Confirming;Implementado sin OK;CNF;;;CNF Propietario;;10000000042;40801;40956;;;40934;;;;;;;
PROY0016_01;España;Saldos y movimientos;Implementado con OK;ISM;;;;;10000000042;40801;40956;;;40934;40935;40935;40935;;;;
PROY0016_03;España;Transferencias internacionales;Implementado sin OK;TIN;;;;;;41658;41712;;;41720;;;;;;41654;41656
PROY0016_04;España;Transferencias EUR (FIT);Implementado sin OK;FIT;;;FIT;;;41593;41627;;;41650;;;;;;41568;41575
PROY0016_04;España;Respuestas;Implementado sin OK;XXX;;;;;;41593;41627;;;41650;;;;;;41568;41575
PROY0017_01;España;Saldos y Movimientos;Implementado sin OK;MT940;Se retoma el PROYecto el 2/12/13 con el mismo alcance con el que se quedó parado y se implanta el 15/02/14. Se realiza una primera prueba pero el cliente a partir de este momento no recoge los ficheros del mailbox. El 8/4/14 el cliente indica que lo retom;;;;;41659;41659;41695;41704;41685;41688;41704;41744;;;;
PROY0017_01;España;Movimientos Intradía;Implementado sin OK;MT942;Igual que para MT940;;;;;41659;41659;41695;41704;41685;41687;41704;41744;;;;
PROY0017_02;España;Transferencias EUR (FIT);Implementado con OK;FIT;Disp. en Integrado desde 7/3/13. Se excluye por timeout el 18/05/13.El cliente solicita retomar el PROYecto el 2/12/13. Solutions indica que está en disponible en Integrado. Se planifican las pruebas para el 27/01/14. Se vuelven a retomar las pruebas en m;;AEB 34;;;41666;41815;;;41827;41869;41872;41940;41345;41817;;
PROY0017_02;España;Respuestas;Implementado con OK;XXX;Disp. en Integrado desde 7/3/13. Se excluye por timeout el 18/05/13.El cliente solicita retomar el PROYecto el 2/12/13. Solutions indica que está en disponible en Integrado. Se planifican las pruebas para el 27/01/14;;;;;41666;41815;;;41827;41869;41872;41940;;;;
PROY0017_02;España;Transferencias internacionales;Excluido por Timeout;TIN;En Enero de 2014 indican que se ha dejado para otra fase;;TIN Propietario;;;;;;;;;;;;;;
PROY0017_02;España;Nóminas (FIM);Excluido por Timeout;FIM;En Enero de 2014 indican que se ha dejado para otra fase;;;;;;;;;;;;;41345;41359;;
PROY0017_03;Argentina;Otros servicios no disponibles;Excluido por negocio;XXX;Se solicitó pagos internacionales no disponibles en ARG;;;;;;;;;;;;;;;;
PROY0017_03;Argentina;Nóminas;Excluido por negocio;NOM;;;NOM Propietario;;;;;;;;;;;;;;
PROY0017_03;Argentina;Saldos y movimientos;Excluido por negocio;ISM;;;;;;;;;;;;;;;;;
PROY0017_03;Argentina;Respuestas;Excluido por negocio;XXX;;;;;;;;;;;;;;;;;
PROY0017_03;Chile;Transferencias domésticas;Excluido por negocio;TRN;;;TRN Propietario;;;;;;;;;;;;;;
PROY0017_03;Chile;Otros servicios no disponibles;Excluido por negocio;XXX;Se solicitó pagos internacionales no disponibles en CHI;;;;;;;;;;;;;;;;
PROY0017_03;Chile;Nóminas;Excluido por negocio;NMA;;;NMA Propietario;;;;;;;;;;;;;;
PROY0017_03;Chile;Saldos y movimientos;Excluido por negocio;ISM;;;;;;;;;;;;;;;;;
PROY0017_03;Chile;Respuestas;Excluido por negocio;XXX;;;;;;;;;;;;;;;;;
PROY0017_03;México;Pago a proveedores (SIT);Excluido por negocio;HST;;;HST Propietario;;;;;;;;;;;;;;
PROY0017_03;México;Otros servicios no disponibles;Excluido por negocio;XXX;Se solicitó pagos internacionales;;;;;;;;;;;;;;;;
