PROY0128_05;USA;Pagos domésticos ACH NY;Excluido por negocio;ACN;;;;;;;;;;;;;;;;;
PROY0128_05;USA;Otros servicios no disponibles;Excluido por negocio;XXX;Se había solicitado nóminas;;;;;;;;;;;;;;;;
PROY0128_05;USA;Pagos (payment) - n.y.;Excluido por negocio;TTN;Formato TTN tambien aplica para las Transferencias Urgentes;;;;;;;;;;;;;;;;
PROY0128_06;Portugal;Transferencias domésticas urgentes;En Penny Test;TUG;;;;;;18/12/2014;20/12/2014;;;10/01/2015;;;;;;18/12/2014;20/12/2014
PROY0129_01;España;Saldos y movimientos;Implementado con OK;MT940;;;MT940;;;06/05/2014;07/05/2014;21/05/2014;21/05/2014;17/05/2014;21/05/2014;21/05/2014;28/05/2014;07/05/2014;09/05/2014;;
PROY0129_02;España;Movimientos del día en fichero (MT942);Excluido por Timeout;MT942;;;;;;;;;;;;;;;;;
PROY0129_02;España;Transferencias internacionales;Excluido por Timeout;TIN;;;;;;;;;;;;;;;;;
PROY0129_02;España;Transferencias EUR (FIT);Excluido por Timeout;FIT;;;;;;;;;;;;;;;;;
PROY0129_02;España;Nóminas (FIM);Excluido por Timeout;FIM;;;;;;;;;;;;;;;;;
PROY0130_01;Colombia;Pago a proveedores;Implementado con OK;PRO;25-04-2014.- Iniciamos el PROYecto con petición de pruebas y fuimos definiendo desde el 28-04-2014 hasta el 26-05-2014, donde Neg. cierra primer Alcance. Iniciamos el PROYecto con petición de pruebas y el 7-05-2014, Neg. cierra las pruebas sin comenzarlas;XMLV3;;4121;9172;06/08/2014;;;;11/10/2014;27/10/2014;;;06/08/2014;30/09/2014;06/08/2014;
PROY0130_01;Colombia;Nóminas;Excluido por negocio;NMA;25-04-2014.- Iniciamos el PROYecto con petición de pruebas y fuimos definiendo desde el 28-04-2014 hasta el 26-05-2014, donde Neg. cierra primer Alcance. Iniciamos el PROYecto con petición de pruebas y el 7-05-2014, Neg. cierra las pruebas sin comenzarlas;XMLV3;;4121;9172;06/08/2014;;;;;;;;06/08/2014;30/09/2014;06/08/2014;
PROY0130_01;Perú;Transferencias Internacionales (TEX Macug);Excluido por negocio;TEX;25-04-2014.- Iniciamos el PROYecto con petición de pruebas y fuimos definiendo desde el 28-04-2014 hasta el 26-05-2014, donde Neg. cierra primer Alcance. Iniciamos el PROYecto con petición de pruebas y el 7-05-2014, Neg. cierra las pruebas sin comenzarlas;XMLV3;;697;;06/08/2014;;;;;;;;06/08/2014;30/09/2014;06/08/2014;
PROY0130_01;Colombia;Pago a proveedores;Implementado con OK;PRO;Varios Cambios de Alcance: -27-05-2014. -28-05-2014. -20-06-2014.-23-06-2014. -04-07-2014. -29-07-2014. -18-08-2014.;XMLV3;;4121;9172;06/08/2014;;;;11/10/2014;27/10/2014;;;06/08/2014;30/09/2014;06/08/2014;
PROY0130_01;Colombia;Nóminas;Excluido por negocio;NMA;Varios Cambios de Alcance: -27-05-2014. -28-05-2014. -20-06-2014.-23-06-2014. -04-07-2014. -29-07-2014. -18-08-2014.;XMLV3;;4121;9172;06/08/2014;;;;;;;;06/08/2014;30/09/2014;06/08/2014;
PROY0130_01;Perú;Transferencias Internacionales (TEX Macug);Excluido por negocio;TEX;Varios Cambios de Alcance: -27-05-2014. -28-05-2014. -20-06-2014.-23-06-2014. -04-07-2014. -29-07-2014. -18-08-2014.;XMLV3;;697;;06/08/2014;;;;;;;;06/08/2014;30/09/2014;06/08/2014;
PROY0130_01;Colombia;Pago a proveedores;Implementado con OK;PRO;El día 30/10 Negocio envia petición de cambio de mapa;XMLV3;;4121;9172;;;;;27/11/2014;;;;13/11/2014;28/11/2014;17/11/2014;26/11/2014
PROY0130_02;Colombia;Saldos y movimientos;Implementado con OK;MT940;El día 05/09 se envia un documento para la creación de un dedicado en BR, ese mismo día se envia el C100 para su VºB. La validación funcional se obtiene el 08/09/2014 y la valoración del desarrollador el 09/09;;;4121;9172;;;;;11/10/2014;;;;18/08/2014;30/09/2014;;
PROY0130_02;Perú;Saldos y movimientos;Excluido por negocio;MT940;El día 05/09 se envia un documento para la creación de un dedicado en BR, ese mismo día se envia el C100 para su VºB. La validación funcional se obtiene el 08/09/2014 y la valoración del desarrollador el 09/09;;;697;;;;;;;;;;18/08/2014;30/09/2014;;
PROY0130_02;Colombia;Saldos y movimientos;Implementado con OK;MT940;El día 05/09 se envia un documento para la creación de un dedicado en BR, ese mismo día se envia el C100 para su VºB. La validación funcional se obtiene el 08/09/2014 y la valoración del desarrollador el 09/09;;;4121;9172;05/09/2014;;;;11/10/2014;;;;18/08/2014;30/09/2014;;
PROY0130_02;Perú;Saldos y movimientos;Excluido por negocio;MT940;El día 05/09 se envia un documento para la creación de un dedicado en BR, ese mismo día se envia el C100 para su VºB. La validación funcional se obtiene el 08/09/2014 y la valoración del desarrollador el 09/09;;;697;;05/09/2014;;;;;;;;18/08/2014;30/09/2014;;
PROY0130_02;Colombia;Saldos y movimientos;Implementado con OK;MT940;El día 25/09 Negocio envia petición de Eliminar saldos intermedios con mapa BR;;;4121;9172;29/09/2014;;;;08/11/2014;;;;18/08/2014;10/11/2014;29/09/2014;
PROY0130_03;Colombia;Respuestas local aplicativo;Implementado con OK;XXX;OB;;;4121;9172;;;;;11/10/2014;;;;10/09/2014;31/10/2014;;
