PROY0057_01;España;Devoluciones recibos en fichero;Implementado con OK;DVR;;;;;;;;;;;;;;;;;
PROY0057_01;España;Transferencias urgentes (OMF);Implementado con OK;OMF;Este servicio no se ha probado para migrar a OB por no existir ficheros en PRO 6/10/2014: Se realizan pruebas para migración OB y están OK pero en el momento de migrar el cliente ha entrado una petición de confirming para y no está el producto disponible ;XML v.3;AEB 34;;;;;;;;;;;;;;
PROY0057_01;España;Recibos domiciliados;Implementado con OK;REC;;;AEB 19;;;;;;;;;;;;;;
PROY0057_01;España;Transferencias internacionales;Implementado con OK;TIN;Este servicio no se ha probado para migrar a OB por no existir ficheros en PRO 6/10/2014: Se realizan pruebas para migración OB y están OK pero en el momento de migrar el cliente ha entrado una petición de confirming para y no está el producto disponible ;XML v.3;TIN Propietario;;;;;;;;;;;;;;
PROY0057_01;España;Transferencias en fichero 34.1;Implementado con OK;TR1;;;AEB 34.1;;;;;;;;;;;;;;
PROY0057_01;España;Transferencias domésticas;Implementado con OK;TRA;;;AEB 34;;;;;;;;;;;;;;
PROY0057_01;España;Transferencia sepa 34.12;Implementado con OK;TRS;Fecha aproximada de implantación. 6/10/2014: Se realizan pruebas para migración OB y están OK pero en el momento de migrar el cliente ha entrado una petición de confirming para y no está el producto disponible para OB;;AEB 34.12;;;;;;;01/01/2012;;;;;;;
PROY0057_02;España;C19.14 Cancelaciones/Retrocesiones SEPA - CORE;Implementado con OK;SCA;CORE;XML v.3;.CSP;;MIGRACION01;05/02/2013;;;;09/11/2013;19/11/2013;;;05/08/2013;05/10/2013;09/08/2013;09/08/2013
PROY0057_02;España;Impagados Cuaderno 19.14 (SEPA) - CORE;Implementado con OK;X9D;CORE;XML v.3;.X9D;;MIGRACION01;05/02/2013;;;;09/11/2013;19/11/2013;;;05/08/2013;05/10/2013;09/08/2013;09/08/2013
PROY0057_02;España;Impagados Cuaderno 19.14 (SEPA) - CORE;Implementado con OK;X9R;CORE;XML v.3;.X9R;;MIGRACION01;05/02/2013;;;;09/11/2013;19/11/2013;;;05/08/2013;05/10/2013;09/08/2013;09/08/2013
PROY0057_03;Portugal;SEPA DD-Instrucoes;Excluido por Timeout;IDD;SEPA DD-INSTRUCOES;;;;;;;;;;;;;15/03/2014;13/04/2014;24/04/2014;
PROY0057_03;Portugal;SEPA DD-REVERSOES;Excluido por Timeout;RVS;SEPA DD - Rejeiçoes;;;;;;;;;;;;;15/03/2014;13/04/2014;24/04/2014;
PROY0057_03;Portugal;Transferencias SEPA;Implementado con OK;SCT;Transferencias SEPA;;;;;24/04/2014;21/11/2014;;;13/12/2014;;;;15/03/2014;13/04/2014;24/04/2014;30/05/2014
PROY0057_03;Portugal;Nóminas SEPA;Implementado con OK;SCN;Nominas SEPA;;;;;24/04/2014;21/11/2014;;;13/12/2014;;;;15/03/2014;13/04/2014;24/04/2014;30/05/2014
PROY0057_03;Portugal;SEPA DD - Rejeiçoes;Excluido por Timeout;REJ;SEPA DD - Rejeiçoes;;;;;;;;;;;;;15/03/2014;13/04/2014;24/04/2014;
PROY0057_03;Portugal;SEPA DD - Devoluçao Reversoes;Excluido por Timeout;RRV;Devoluciones de cancelaciones;;;;;;;;;;;;;15/03/2014;13/04/2014;;
PROY0057_04;España;Euroconfirming;En Test - Integración;CNR;;;;;;02/02/2014;;;;;;;;;;16/01/2015;30/01/2015
PROY0057_04;España;Respuestas Dedicadas;PDTE Doc Alcance en GCS;XXX;;;;;;;;;;;;;;;;;
